text,BIO_anno,class
据说有建行信用卡卡后就不会有信用卡预审批了我另三个跟你一样额度也是无限拒固额从没见过临额今天上海给我打电话邀请我分期说有助于提高自己在建行的分数被我拒...,O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK O O O O O B-COMMENTS_ADJ O O O,2
刚看到没拒绝，也不知道明天能不能上厕所,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
刷爆了，大哥，留一半额度嘛。是不是其他产品你也刷爆那负债太高了。,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
免溢缴款取现费也是虚的，溢缴款全额取出收费的银行不剩几家了。三家银行所有卡种都有免手续费领回溢缴款的渠道，浦发的这个承诺没意思,O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O B-BANK I-BANK O O O O O O O O,2
只要有保障，不亏就能拿到，赚点积分。不管怎样，你应该被邀请。,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O,2
你有白金卡半年就会邀请提额的,O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
就一张身份证下的，额度都互相不干扰,O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
我前面贴图了，金卡都被拒了，百思不得其解,O O O O O O O B-PRODUCT I-PRODUCT O O B-COMMENTS_ADJ O O O O O O O O,2
大妈：异地J金负98K，农行的,O O O O O O O O O O O O B-BANK I-BANK O,2
请问在app有卡充值是直接扣除了8.8折还是按照原价，下个月返现啊？有点不太明白！请教各位！,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
一次性还款？一次性的?也可以协商少量分期付款的分期付款,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O B-PRODUCT I-PRODUCT O O,2
我也有，关注邮储银行四川分行里面有,O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O O,2
线下成功率会大一些，不过时间会久很多,O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
说是app融e借买东西,O O B-PRODUCT I-PRODUCT I-PRODUCT B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
老铁。申卡申请吗？什么资质。多少额度,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N,2
唉，这家的算法我真不懂，17k固定＋50k的新快现，还了一年多了，丫还显示九个多，进app也没见新的可用额度在哪儿,O O O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
信用花了没关系，只要不是小额贷款，只要不是高负债。,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O,2
我的显示初审额度27000,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
期望调整的额度是卡额度的两倍就行，这种方法很多卡友都成功提固定了。,O O O O O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O,2
你说的就是扯淡呢，除非你不是本地的，不然不可能要这些东西,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O,0
打农行电话说明原因，看能不能延期还款,O B-BANK I-BANK O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N,2
临额都不用吗？,B-COMMENTS_N I-COMMENTS_N O O O O O,2
到时间了吗，我都没有临时啊！我都没有临额,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
不同意，那点额度就想打发我,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O,0
你说的都是废话，除非你不是本地人，要这个身份证是不可能的，异地。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O,2
建议不要再预约账单分期了！它已经不待见你了！还有你其他行情况估计也不怎么地，它会认为你资金链有问题了,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
不分，分期不划算,O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
这提额幅度可以啊,O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O,2
大妈出了名的白金无下限，5千的白金都有,O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT O O,2
据说看美团数据,O O O O O O O,2
申请个数字信用卡直接变6星,O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
显示已用信用卡叠加额度！实际显示现分2倍加信用卡额度！例如我老婆的是11k用了现分36k，征信显示民生信用卡83k,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
不进件基本没戏。更不要提额度的事,O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
这个是在哪换的呀？给个路径呗多谢了,O O O O O O O O O O O O O O O O O,2
就我签名的这些就可以了。。。首推建行,O O O O O O O O O O O O O O O O B-BANK I-BANK,2
我借了俩次就给我关了，又跑去审请了etc和无界,O O O O O O O O O O O O O O O O O O O O O O O,2
你这个是信用卡，不还钱一直不协商，肯定银行要从你工资扣了，在不解决你的卡就冻了,O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
公积金刚好封顶的话是税前接近三万的样子吧,B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
问题我是申首卡，有预审，网申吧，都说超柜更稳，但是又担心不能传车本（提高成功率）,O O O O O B-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,2
你傻呀每个月都预支工资多大的事,O B-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
为啥现在人都把信用卡额度当成自己的钱呢？说白了就是你借银行的钱，人家说借你就借你，不借你就不借你，降...,O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O,2
就倒了几次，放那没管他了，就这样吧，也不想注销了,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
你咋不问问我呢？我三年从8K到149K，太开心了,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,1
中行18K,B-BANK I-BANK O O O,2
有分期。想全额还款。,O B-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O,2
不错了，说我额度使用率低不给我提捏！我看别人一个月几块钱的消费不照样提,B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,1
没问题，银行不看名字,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O,2
内容是什么？这是招商外包电话，大部分都是卖产品的,O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O,2
没有用的老油子,O O O O O O O,2
4行不多，征信没问题的话下卡不难，就是额度多少的事。要是有菜卡建议消了后等同步征信后再申请，不然菜卡会拉低下卡的额度。对额度有要求的话建议消菜卡，只是单纯下卡...,O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N B-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
中信确实差，国人都知道，谁用谁堵心,B-BANK I-BANK O O B-COMMENTS_ADJ O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,0
我也是周五申请的。你到了吗？好担心,O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
我想如果是机审不通过直接秒呗，莫非全是人工？那效率也低了点吧,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O,0
我的额度恢复了，给我发了个短信说我的临时额度已取消，你去app看看是不是也恢复了,O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O,2
申请的兴业信用卡，快半个月了，没动静,O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ,2
中行都能到19W？这得多优质才行！！！,B-BANK I-BANK O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,1
找代发不要钱啊，想办经典白，每月代发至少2万以上吧，自己算算手续费吧:lol,O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O,2
我还没看到下两家银行,O O O O O O O O O O,2
楼主怎么协商的啊。我中信的逾期三个月了??打客服电话过去协商根本没用,O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O O,0
我反正最近几个月点的提额都是无征信拒,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-PRODUCT I-PRODUCT B-COMMENTS_ADJ,2
申请单号没啥用，不是工商银行的，都查不到,O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O O O O O,2
不可能，我毕业到现在，因为舍不得手续费。信用卡从来没有分期过,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O,2
招商外包。如果你必须全额偿还，他们应该得到佣金。,B-BANK I-BANK O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,0
希望如此，我的额度能高点就好了,O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O O O O,2
老哥不容易，加油。等你中化的社保满了半年就可以考虑用新资料申请了,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O,1
人工天天问，没有我的信息。那我们是黑户么,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O,2
这坑我跳了，也顺便提醒一下大家吧，当然头铁的我没意见,O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O,0
"应该不影响,卡都是独立的，额度也 的独立的吧",O O O O O O B-PRODUCT O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O,2
就两张卡吗？额度是共享的么,O O O B-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O,2
不是，法院不会给你调解都是私下调解，然后择期在开庭，银行律师没啥权限。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,2
可以的??争取大白山,O O O O O O O O O O,2
砖得放够3个月，额度就稳了,O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ O,2
我的卡就是下卡6K的，现在59000用了2年多，用了一年首提,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N,2
第三方给分的多了去了为啥要用不给分的呢,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O,2
一笔七万屁事没有，还经常打电话说是幼稚客户推荐什么什么理财。,O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O B-PRODUCT I-PRODUCT O,0
是先寄卡在面签吗还是先面签在寄卡,O O O B-PRODUCT O O O O O O O O O O O B-PRODUCT,2
应该没什么正当理由~我还借了然后直接报了两车,O O O O O O O O O O O O O O O O O O O O O O,2
分期试试,B-PRODUCT I-PRODUCT O O,2
问了有啥用吗？感觉没啥用,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ,2
不知道现在能不能免费收藏。?????这几天我只是在看贴纸。工行的密码虽然不是不锈钢做的，但是是免费收转的,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O O O O,2
借记卡，大家不用折腾了,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
建行有个三万的，有八万了我就不要大山了,B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O,2
从哪儿听说的工行大白金5万起步？,O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O,2
E分期，是什么？弄贷款。,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O B-PRODUCT I-PRODUCT O,2
感觉影响不大，反正我最近是没有申卡打算了，就留一年，不提就销,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
后悔了，当时不懂，乱申请的，当时都不知道大山白,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT,2
我的25照到现在了,O O O O O O O O O,2
大学生的young卡校园版，能提额吗,O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O,2
10万全崩，要是10万没用，也还是欠6万，哎，不知道这6万该怎么弄了,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O,2
我买的天天成长提额有没有用,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O,2
卓越孝心白多少额度起批,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O,2
申卡的上面都那么写的，但是我就担心四大不负责任。。,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O,0
我三年了，额度没变过也没有临时过一直五千,O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O,2
我是今天第一天！以前让我分期都是95559电话！今天这电话跟诈骗号似的，还一会儿一变！,O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O,0
中信(16/4)易白&华为,B-BANK I-BANK O O O O O O O O O O O,2
一个美团pos机，没有真实消费。每个月只刷一次,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O,2
并没有啊，还是看个人资质，我在中信银行的卡都批了20万额度,O O O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT O O O O O O B-COMMENTS_N I-COMMENTS_N,2
季日均，这砖一个月就行了，开心，哈哈哈,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O,1
一年多没用，注销了吧,O O O O O O B-COMMENTS_N I-COMMENTS_N O O,2
【交行标准金】2.3--3.8--5,O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O,2
建行～85k冠军足球卡，公务金20k,B-BANK I-BANK O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O,2
1.京东金融本人白条额度32k，经常用白条,O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O B-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT,2
我前一段时间也申请的工行信用卡，一直没有动静，银行也没有打电话，等的都忘记了，昨天工行给我发个短信说恭喜您成为工行信用卡客户，您的卡片正在制卡中！一阵窃喜。今天...,O O O O O O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,1
现金分期有红字吗，还是直接点提额？,B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O,2
一万就是终身额度，不要在点了，不会通过的,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O,2
不错不错，继续刷好了固定也跟着出来,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O B-COMMENTS_ADJ O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,1
一个月转转限额100万，去补个盾还没有，真是店大欺客，废了以后改用招商方便，服务也好,O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-BANK I-BANK O O O O O O O,0
我广发怎么就不风控？请问你们是怎么用的？,O B-BANK I-BANK O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O,2
不是吧，你要拿这个去炒股？奉劝你别这么干，亏的哭死,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O,2
拿你的居住证或者用工合同可以直接办，但是你为啥要说是工行发工资呢，你可以说招行发，所以公司让你来办的。,O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O O O O O O O O O B-BANK I-BANK O O O O O O O O O O O O,2
就是纠结这个问题，怕申请卡的时候再怎么操作会导致另外一张卡降额:L,O O O O O O O O O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O O O,2
【已销】：工行、农行、中行，建行、招行、中信、广发,O O O O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK,2
我建行撸的很了，申请二卡都不批了，你慎重考虑,O B-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O,2
台州银行要担保人！,B-BANK I-BANK I-BANK I-BANK O O O O O,2
你好，逾期这么久没有起诉吗？我也是招商逾期，本金加信用卡二十几万,O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O B-PRODUCT I-PRODUCT I-PRODUCT O O O O,0
我本金10万，现在4年多快5年了，利息和本金涨到22万多了，不知道现在去协商能不能减免利息啊..你去卡部协商减免利息也不行吗？...,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O,2
资质好的可以带着资产或者带上行驶证和房产证去整大山白曲线！,O O B-COMMENTS_ADJ O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-PRODUCT I-PRODUCT I-PRODUCT O O O,2
搬砖吧，努力赚多钱吧,O O O O O O O B-COMMENTS_ADJ O O,2
强硬，提高量就好，羊毛,O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O,2
招行，我去,B-BANK I-BANK O O O,2
融e借，进出口，调的信用卡？在APP上面？,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O,2
核对了下各种各样的暗号。然后就批了，额度还可以,O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O,2
风控短信都没收到就封卡，是不是征信出问题了,B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O,2
